Transaction_ID,Transaction_Amount,Transaction_Volume,Average_Transaction_Amount,Frequency_of_Transactions,Time_Since_Last_Transaction,Day_of_Week,Time_of_Day,Age,Gender,Income,Account_Type,Is_Anomaly,Anomaly_Score
TX223,1069.8707351530186,1,998.4971166637996,16,24,Friday,09:00,64,Female,1294170,Current,Anomaly,-0.5498043175817124
TX224,1127.3024166702237,2,1008.2611306757236,13,15,Tuesday,23:00,59,Male,818727,Current,Normal,-0.5197630946861262
TX225,1015.8371029402218,3,1030.1932491679208,9,4,Tuesday,23:00,36,Male,729667,Current,Normal,-0.5086133347341874
TX226,1090.9786523349328,2,983.4361203746848,7,4,Tuesday,00:00,22,Female,495246,Current,Normal,-0.5472525456731365
TX227,1025.13996154832,1,992.7897156655222,11,21,Monday,21:00,54,Male,1441154,Savings,Normal,-0.5103807537661557
TX228,1048.1939558397455,2,1044.210460031827,13,14,Friday,01:00,52,Male,557681,Savings,Normal,-0.5371607367825566
TX229,928.219058589328,3,961.7378714964196,13,17,Wednesday,06:00,41,Female,754162,Savings,Normal,-0.5193871625244051
TX230,2752.6376499098665,4,1020.9147026508068,11,13,Saturday,03:00,57,Male,1460932,Savings,Anomaly,-0.60204431596515
TX231,944.9610358581658,1,985.7740275047892,11,4,Friday,16:00,19,Female,1025947,Current,Normal,-0.5173293339156101
TX232,968.9090849746804,1,1014.0274612967844,12,6,Tuesday,02:00,61,Female,793948,Current,Normal,-0.5138249233970171
TX233,932.137238458661,2,996.2183706167624,11,12,Tuesday,05:00,34,Female,1080641,Savings,Normal,-0.4730678565660988
TX234,902.4440762575572,2,987.4214221762262,16,26,Thursday,04:00,30,Male,1135036,Current,Normal,-0.4989729280534158
TX235,950.4653805681148,4,1012.5882716977358,14,25,Sunday,15:00,29,Female,608623,Savings,Normal,-0.4898227563716623
TX236,1054.5655060297136,4,1012.1827624181436,18,13,Sunday,18:00,57,Female,329301,Current,Normal,-0.5451910853361317
TX237,1060.6548849989592,1,1002.834338272798,8,6,Saturday,17:00,25,Male,1468544,Current,Normal,-0.5173730004055744
TX238,1007.7713665371468,4,1049.3146791083986,6,29,Saturday,03:00,50,Female,1473057,Current,Anomaly,-0.5494597348073338
TX239,923.1774129754886,1,976.187028556426,13,1,Wednesday,02:00,40,Female,318073,Savings,Anomaly,-0.5675637109660504
TX240,1019.4289302265482,3,1049.859990348656,10,11,Sunday,21:00,54,Female,361929,Savings,Normal,-0.5247126155608353
TX241,874.2480773732497,2,1000.5640542304384,6,13,Wednesday,23:00,59,Female,1290669,Current,Normal,-0.5398233669997633
TX242,1028.4220503128076,4,1011.99188226563,18,9,Sunday,20:00,52,Female,1093153,Savings,Normal,-0.4992469118667123
TX243,978.294491025201,2,989.1244113355332,8,18,Tuesday,01:00,42,Female,1150741,Current,Normal,-0.4792802737611127
TX244,1045.6187306981435,1,968.0457616045318,18,16,Saturday,13:00,20,Female,990658,Savings,Normal,-0.5340409773936488
TX245,946.7443168462314,1,993.8955059129066,6,8,Friday,01:00,21,Female,856110,Savings,Anomaly,-0.5546438354404001
TX246,3008.497488734566,4,1010.5938550871348,16,13,Sunday,13:00,37,Male,551537,Current,Anomaly,-0.5854617676566191
TX247,1036.2883411581515,4,990.8208622835084,17,11,Saturday,01:00,40,Male,1027506,Savings,Normal,-0.5183182117879739
TX248,1057.1993959601082,2,959.688011266738,14,25,Tuesday,10:00,48,Female,1206295,Savings,Normal,-0.5187870574518479
TX249,970.0753191641832,1,965.1803628526324,7,21,Monday,13:00,24,Female,1445935,Savings,Anomaly,-0.5505886654690654
TX250,1046.862904478197,4,1030.4266032266432,11,8,Monday,04:00,56,Male,727387,Current,Normal,-0.5235427823911704
TX251,1047.477706772066,4,970.302040631002,10,7,Tuesday,04:00,52,Female,658918,Current,Normal,-0.506415049194531
TX252,902.8006285257434,3,1053.9942828083902,9,29,Saturday,04:00,19,Male,363037,Current,Anomaly,-0.5745941578883997
TX253,980.4217596835098,3,999.6961374246002,9,10,Sunday,23:00,56,Female,1409004,Current,Normal,-0.5055487863633199
TX254,999.2345075413502,3,1011.5858299920218,5,28,Wednesday,20:00,43,Female,1359325,Current,Normal,-0.5353131067762538
TX255,977.8358874404244,4,982.303945719462,6,8,Wednesday,08:00,46,Female,1117052,Current,Normal,-0.5183429390785084
TX256,1073.5585163746805,1,995.8135264569628,5,9,Monday,23:00,26,Male,928864,Current,Normal,-0.5360942264837432
TX257,1016.2588398264533,4,996.6655193382632,16,8,Friday,10:00,51,Male,808679,Savings,Normal,-0.508251376109085
TX258,1013.8271833446332,3,1015.989985070083,5,28,Sunday,23:00,62,Female,1445298,Savings,Anomaly,-0.562999557421832
TX259,969.7830464218345,4,998.4836520836358,13,23,Wednesday,00:00,62,Male,1496179,Savings,Anomaly,-0.5645492613608691
TX260,959.8753633394176,2,1025.976226496941,8,11,Thursday,14:00,36,Male,1321318,Savings,Normal,-0.48816964810910635
TX261,969.4555054215706,2,1023.8906374901288,9,5,Saturday,21:00,49,Male,721486,Savings,Normal,-0.4799824028729755
TX262,1049.8023842902908,1,984.8640982286108,13,2,Sunday,17:00,20,Male,482051,Savings,Normal,-0.5182976838036539
TX263,1066.409707092453,1,1011.1246001880132,13,26,Sunday,17:00,27,Male,1303171,Current,Normal,-0.5011047655392696
TX264,1072.7809345040555,3,1035.98543150038,16,2,Wednesday,09:00,32,Male,326806,Savings,Normal,-0.5432862273851776
TX265,988.0733276578668,2,984.4197231393262,16,26,Monday,17:00,39,Female,707507,Current,Normal,-0.4839640955989461
TX266,988.9373188207114,2,994.4637340022216,5,24,Friday,02:00,49,Female,420029,Savings,Normal,-0.5386161504284618
TX267,991.6439143106794,1,1005.651599009766,18,21,Saturday,07:00,63,Male,1141965,Savings,Normal,-0.5200031899936483
TX268,1033.1440634333703,3,1023.4694771497064,10,22,Wednesday,21:00,45,Female,1180412,Savings,Normal,-0.5012127787377874
TX269,972.9923305812874,1,1006.2810593519972,19,20,Wednesday,17:00,48,Male,784814,Current,Normal,-0.5099193752616589
TX270,1061.9141535716817,1,1000.4254315347212,10,11,Friday,00:00,20,Female,1095326,Current,Normal,-0.536354722660657
TX271,1008.1334999498766,1,982.873868611137,9,15,Tuesday,15:00,25,Male,715872,Savings,Normal,-0.48685367852790234
TX272,1026.9566051591405,4,1006.8325843873824,12,3,Tuesday,01:00,60,Male,989556,Savings,Normal,-0.5337442135052771
TX273,1035.9918645435696,3,1028.9300787189316,6,9,Friday,08:00,53,Female,1367609,Savings,Normal,-0.5194963452556705
TX274,1015.624584012857,2,1006.3866637938676,18,25,Tuesday,20:00,37,Male,1465898,Current,Normal,-0.5172159348086329
TX275,1031.712057152961,2,1009.5057117863978,12,19,Friday,03:00,64,Female,842601,Current,Normal,-0.5290263926992969
TX276,1011.2342362875944,1,1018.6518166374618,10,21,Saturday,07:00,56,Male,1428649,Current,Normal,-0.5025964691740824
TX277,923.7171842714952,1,1025.2516820685437,17,20,Monday,22:00,24,Male,368099,Current,Anomaly,-0.55749092268135
TX278,1089.6077955380315,1,1001.6220048808004,14,23,Thursday,03:00,41,Female,1152129,Savings,Normal,-0.5009812924939161
TX279,1080.3059745915648,4,1031.2491901372423,16,19,Monday,13:00,36,Female,743031,Current,Normal,-0.5150590531844776
TX280,1055.795102668268,2,987.0146884384816,9,4,Wednesday,15:00,62,Female,590998,Savings,Normal,-0.5179108287877212
TX281,956.1178790120211,3,1015.6498698940125,8,17,Wednesday,14:00,28,Female,1233688,Savings,Normal,-0.4918713604168591
TX282,1009.4923918106232,1,1011.5351613238614,10,4,Thursday,15:00,64,Female,1039290,Current,Normal,-0.5021847449170974
TX283,1042.5046994658403,2,1017.5143172480196,9,25,Thursday,09:00,20,Female,543306,Current,Normal,-0.4946571107589299
TX284,1007.0443123455602,1,964.631212688743,7,21,Wednesday,09:00,52,Female,1037266,Current,Normal,-0.5300920025020258
TX285,965.4341314491612,4,955.5277593800894,5,21,Tuesday,04:00,53,Male,1069605,Savings,Anomaly,-0.5541834144659155
TX286,975.6621495745358,3,1002.836703342858,6,3,Monday,23:00,53,Female,950024,Current,Normal,-0.5117464363830293
TX287,1017.73892410851,4,978.0427528330156,13,20,Monday,03:00,38,Male,774013,Current,Normal,-0.5028206903026823
TX288,1044.3165098030795,2,986.146768843398,10,10,Monday,12:00,23,Female,866088,Current,Normal,-0.4681121310916242
TX289,973.696098389402,4,999.7196092348482,6,26,Wednesday,20:00,21,Male,1365649,Current,Normal,-0.5419122948006476
TX290,911.8583758078652,3,979.4671853052854,19,18,Wednesday,19:00,41,Female,770670,Savings,Normal,-0.5140135861959026
TX291,987.0799639896416,2,1018.5344199554304,16,24,Saturday,04:00,38,Female,1083441,Savings,Normal,-0.48444911010764163
TX292,1022.3000047333592,1,985.9345695487306,12,17,Wednesday,18:00,42,Female,1410868,Current,Normal,-0.5109009914834636
TX293,919.2434092047246,1,1023.2947870891436,5,18,Friday,03:00,59,Female,429350,Current,Anomaly,-0.579666564115123
TX294,1023.4999130381584,4,1038.2942461199598,17,29,Tuesday,10:00,58,Female,1142150,Savings,Normal,-0.5402418502494506
TX295,1018.9741028582754,2,1036.2300962518702,18,6,Tuesday,00:00,27,Male,1361716,Savings,Anomaly,-0.5657750565964088
TX296,1020.2128597506726,1,982.319690908816,6,10,Tuesday,15:00,56,Male,393269,Current,Normal,-0.516904877595886
TX297,1047.2245486195598,2,986.2154185956628,16,27,Tuesday,02:00,49,Female,580852,Savings,Normal,-0.5168619514269661
TX298,975.8628238908984,2,980.9334278348258,8,22,Sunday,23:00,57,Female,1104565,Current,Normal,-0.5003383750391271
TX299,975.125067079743,1,986.2299298414564,13,8,Tuesday,16:00,19,Female,1430392,Savings,Normal,-0.520033442111073
TX300,986.5765864854176,4,986.0612050983884,5,10,Thursday,02:00,23,Male,479635,Current,Normal,-0.5361352263625835
TX301,889.798121237438,3,979.2509319857252,7,5,Wednesday,10:00,29,Male,422775,Current,Normal,-0.5362625449837025
TX302,1063.5315530329112,1,985.8538931934334,9,8,Sunday,08:00,64,Male,471918,Current,Normal,-0.5269161752049323
TX303,1003.3927755263702,2,1017.0554735024444,16,20,Saturday,11:00,19,Female,1124143,Current,Normal,-0.48331826266227573
TX304,983.2612333946728,4,991.92703073516,12,5,Thursday,15:00,60,Female,1046084,Current,Normal,-0.4836372097586743
TX305,1103.126245962157,2,978.6493417149144,7,9,Thursday,10:00,63,Female,878688,Current,Normal,-0.5325848515886128
TX306,1013.2528022420156,1,999.0994635434226,18,13,Tuesday,03:00,45,Female,694341,Current,Normal,-0.5031964909959977
TX307,3058.483022920859,3,984.552604313714,5,4,Monday,19:00,51,Female,819165,Current,Anomaly,-0.6041756197878532
TX308,959.7314086474828,1,1011.9288467912136,13,20,Saturday,17:00,23,Male,1470808,Savings,Normal,-0.5141947804444631
TX309,1065.8557533669932,4,997.6386294601784,13,21,Tuesday,21:00,20,Male,1361339,Current,Normal,-0.5116957586027893
TX310,918.802139561948,4,1003.2312602687998,12,26,Saturday,00:00,38,Male,1145474,Savings,Normal,-0.5272312404876063
TX311,980.4120925478088,3,981.55179631003,6,26,Wednesday,22:00,39,Male,1486064,Savings,Normal,-0.5355539620865075
TX312,994.8488399301392,3,1024.5026469633574,15,3,Monday,19:00,33,Female,423950,Current,Normal,-0.5160462383784478
TX313,1014.1643935773072,4,994.8219005259184,5,8,Sunday,22:00,20,Female,1054105,Savings,Normal,-0.5333369350354108
TX314,903.1942343160688,3,1002.5169393923871,9,3,Monday,20:00,63,Male,775595,Current,Normal,-0.5248819589768562
TX315,1034.1709252311712,4,988.1173084645022,17,15,Tuesday,18:00,50,Male,1173093,Current,Normal,-0.4936588018115697
TX316,1033.6286850601366,3,1037.9976386979042,6,24,Saturday,05:00,31,Male,1435092,Current,Normal,-0.5383539397766571
TX317,891.3665226992982,2,1016.9484335430084,19,14,Wednesday,19:00,42,Male,546183,Savings,Normal,-0.5211857955043919
TX318,1016.5990165284508,3,1003.8099935955812,10,16,Monday,18:00,63,Female,839570,Savings,Normal,-0.4848409301375194
TX319,1027.043461124067,4,1017.6950210952664,8,13,Sunday,13:00,26,Male,573146,Current,Normal,-0.49775156716664554
TX320,1028.467972308622,3,1044.6895780269865,19,20,Saturday,23:00,55,Male,858516,Current,Anomaly,-0.5501117237676582
TX321,954.4648088467634,2,1001.83729491297,13,1,Thursday,13:00,28,Male,395028,Savings,Normal,-0.5027390871036149
TX322,947.3158790426824,2,978.6439415684162,13,4,Wednesday,03:00,45,Female,1215207,Current,Normal,-0.5082062949538915
TX323,982.144881509613,2,1015.8876683595836,13,24,Sunday,22:00,33,Female,1383868,Current,Normal,-0.4960235358362517
TX324,974.7584717577524,4,1015.9014323361156,7,11,Saturday,17:00,38,Female,874100,Savings,Normal,-0.4890989475221682
TX325,953.6323432904712,1,1004.7673796546956,13,29,Monday,03:00,52,Male,1095600,Current,Normal,-0.5233953820599773
TX326,943.9788670044192,3,997.8012456925964,14,20,Friday,21:00,57,Female,1279448,Savings,Normal,-0.5107385042349469
TX327,949.2790561416,3,1015.6574048716268,16,28,Thursday,21:00,29,Male,570914,Current,Normal,-0.5080204790601153
TX328,1021.2117129855948,2,1002.8667833521246,15,23,Monday,00:00,25,Female,1303429,Savings,Normal,-0.5128515092396091
TX329,994.7234973998846,1,996.312866985658,17,12,Saturday,07:00,36,Male,1459608,Savings,Normal,-0.511609106990963
TX330,988.9902686496022,4,958.6429054712802,18,3,Friday,19:00,30,Male,878533,Current,Anomaly,-0.5527752768854163
TX331,1014.89605326299,1,1005.7746478943992,14,7,Friday,20:00,59,Male,436554,Savings,Normal,-0.5264067698045377
TX332,970.9611105748014,1,1017.0742609136564,12,21,Wednesday,06:00,58,Male,846495,Current,Normal,-0.5170547175281728
TX333,980.0444073898624,1,986.9420645517688,12,12,Wednesday,11:00,25,Male,491420,Current,Normal,-0.49950182078838923
TX334,1038.6010781001712,4,1030.6264748915894,5,13,Tuesday,06:00,45,Female,1167780,Current,Normal,-0.5290670686731438
TX335,1007.2433832328778,2,987.7045426968616,6,2,Thursday,00:00,53,Female,858830,Current,Normal,-0.5101470765169492
TX336,1076.0699248915962,1,990.1812510025728,16,26,Wednesday,14:00,58,Female,633569,Savings,Normal,-0.525954944120916
TX337,1061.3202571935192,2,1023.1419277092792,7,11,Friday,09:00,31,Male,1156626,Savings,Normal,-0.5027755126246893
TX338,1010.3362023622498,4,1015.1787720024388,7,20,Saturday,20:00,19,Male,1186364,Current,Normal,-0.5215109614538586
TX339,1002.917550214274,4,985.1043158654696,6,17,Monday,11:00,52,Male,826570,Savings,Normal,-0.5010150097286253
TX340,1133.9054936819196,2,990.2869764781866,9,21,Saturday,16:00,48,Male,1028342,Savings,Normal,-0.48708508078750035
TX341,1052.397103087607,4,993.2920855445242,7,13,Sunday,08:00,55,Male,860315,Savings,Normal,-0.4969682859443437
TX342,971.9057168226286,3,973.4278956080888,16,12,Sunday,08:00,40,Male,382279,Current,Normal,-0.4892567759285989
TX343,986.3786149377854,4,998.5017831068996,5,24,Sunday,01:00,45,Female,1299430,Current,Normal,-0.5111231299526627
TX344,951.7797872694154,1,991.3968672881632,14,28,Tuesday,02:00,60,Female,868302,Savings,Normal,-0.5248567786639411
TX345,992.4697040281578,1,985.724922874587,5,6,Friday,07:00,51,Male,811603,Current,Normal,-0.5282225941862543
TX346,1075.731845329018,3,1040.713566380775,8,17,Friday,17:00,22,Female,1128791,Current,Normal,-0.5291602244702651
TX347,1001.397572762223,1,1008.3637415693548,8,26,Wednesday,13:00,60,Male,676794,Savings,Normal,-0.5301956973575112
TX348,987.0601968666448,2,1031.9729434100943,14,5,Tuesday,04:00,59,Female,308036,Savings,Normal,-0.527455184630834
TX349,868.8105882225367,2,975.5865990063618,16,9,Monday,12:00,64,Female,1232477,Savings,Normal,-0.5344120112648493
TX350,923.016674036334,4,970.274459400994,10,4,Friday,04:00,58,Male,302352,Savings,Anomaly,-0.5832648015042202
TX351,936.5982225249423,1,1002.4665814878108,15,23,Wednesday,02:00,59,Female,964929,Savings,Normal,-0.5242238046929447
TX352,960.610812404588,1,987.5830480349777,9,14,Sunday,11:00,38,Male,767243,Savings,Normal,-0.4821731626477656
TX353,1008.5415949206648,1,1025.2041481215767,16,24,Friday,02:00,30,Male,1407054,Current,Normal,-0.5458289116649386
TX354,973.9049092908424,1,1011.2962829936586,5,3,Thursday,17:00,57,Female,899253,Current,Normal,-0.5199972124683137
TX355,1098.0345636080524,1,1022.5471648634953,11,21,Thursday,04:00,34,Male,539779,Current,Normal,-0.5102505544848653
TX356,1083.2220126974105,2,1031.238128495322,17,15,Thursday,21:00,38,Female,1393365,Current,Normal,-0.5256863529314684
TX357,981.9118465581594,1,1005.602427779389,12,20,Monday,13:00,29,Female,1473650,Current,Normal,-0.500089429188869
TX358,954.5317615179694,4,1000.5775144629802,10,23,Tuesday,03:00,55,Female,721280,Savings,Normal,-0.5003845339156582
TX359,909.2563477812888,3,1038.7277860513782,15,25,Wednesday,17:00,34,Male,1462189,Current,Anomaly,-0.5481603834538189
TX360,890.0194640749723,3,965.7512108487138,19,15,Thursday,06:00,62,Female,1499151,Current,Anomaly,-0.5533945257955303
TX361,948.8386116928352,3,984.1114789306264,10,3,Wednesday,04:00,30,Male,848333,Savings,Normal,-0.5114674805630269
TX362,1036.134800476131,2,982.7529525387312,10,29,Saturday,10:00,20,Male,942613,Savings,Normal,-0.5073346388637539
TX363,1111.987151996393,1,1009.2014121269488,16,2,Monday,23:00,52,Female,1398423,Savings,Anomaly,-0.5631686750485189
TX364,1072.3466769099778,3,1002.8187777118288,7,18,Tuesday,16:00,57,Male,1098022,Current,Normal,-0.49233450396765993
TX365,1060.463305548437,3,971.2087189324764,9,13,Friday,08:00,18,Female,1237635,Current,Normal,-0.5193940198699252
TX366,969.038176751028,3,1006.2623765949452,13,2,Saturday,13:00,21,Male,662462,Current,Normal,-0.4949430344858248
TX367,990.4476155026484,3,989.0312065634602,18,28,Friday,12:00,49,Female,518401,Savings,Normal,-0.5279726456373255
TX368,1019.530658886468,1,1015.8586588097183,11,2,Tuesday,15:00,55,Female,1060129,Current,Normal,-0.494714004143915
TX369,991.9317813495236,3,985.8085541409356,19,28,Tuesday,06:00,20,Female,1417063,Current,Normal,-0.5223271724866885
TX370,960.5529615620464,3,990.5834204697236,15,22,Friday,06:00,56,Female,954224,Savings,Normal,-0.49350976321831624
TX371,1003.9448048299254,1,1000.4627744619634,7,21,Wednesday,21:00,48,Male,578710,Current,Normal,-0.5130637313543431
TX372,849.0243922089587,2,1003.676990895074,8,8,Saturday,19:00,37,Female,300159,Current,Normal,-0.5179161836866584
TX373,873.8256264896062,2,1036.0131725992712,8,21,Sunday,21:00,47,Female,945822,Current,Normal,-0.5078832464743626
TX374,965.2265384339194,3,1031.141970812484,18,2,Tuesday,23:00,51,Male,479838,Current,Normal,-0.5441993075224805
TX375,968.6904983889216,4,1000.307579627442,10,6,Monday,22:00,41,Male,1034983,Current,Normal,-0.5048736756117495
TX376,957.0775029812658,3,1022.5117554208068,13,1,Wednesday,18:00,26,Female,436643,Current,Normal,-0.5311499826316188
TX377,1013.1280664500964,1,1003.8717982273508,7,17,Saturday,15:00,29,Male,332441,Current,Normal,-0.5023384349250998
TX378,1003.9174334481296,4,988.9025657445848,15,25,Sunday,09:00,64,Male,967540,Current,Normal,-0.5021481461731739
TX379,991.5746684532564,4,1003.9897588455484,16,11,Monday,03:00,64,Female,878328,Savings,Normal,-0.5218739450563921
TX380,969.1174052282825,3,993.678542879459,7,12,Friday,09:00,34,Male,1103940,Current,Normal,-0.491193598130046
TX381,878.73928610637,4,999.3965666674172,13,3,Sunday,15:00,35,Female,930527,Current,Normal,-0.5002002692106153
TX382,929.771787146518,4,971.6700472984106,11,9,Friday,17:00,54,Male,1460291,Savings,Normal,-0.5364140680885846
TX383,980.166892008904,1,1009.650480976572,10,11,Saturday,23:00,39,Female,638540,Savings,Normal,-0.5009328488830453
TX384,1033.6443108158726,4,996.7116711907724,6,3,Thursday,05:00,61,Female,778356,Current,Normal,-0.5307292509455596
TX385,982.8294450206016,1,1039.293900959378,8,21,Thursday,10:00,52,Female,588816,Savings,Normal,-0.516624234190624
TX386,1002.045958769786,4,979.9562508843704,19,21,Tuesday,13:00,30,Male,1106564,Savings,Normal,-0.5068511547273736
TX387,1008.8243655181312,3,1001.6465977343418,13,3,Sunday,05:00,34,Male,616275,Current,Normal,-0.47938468806797446
TX388,999.0369810132804,4,994.7421834158348,14,28,Tuesday,05:00,18,Male,581755,Current,Normal,-0.5292651085508524
TX389,956.706678143547,4,985.6151332407406,14,12,Wednesday,21:00,59,Male,895642,Savings,Normal,-0.5238503338483294
TX390,923.7647275006098,1,972.928802877312,10,7,Friday,00:00,24,Male,1409816,Current,Anomaly,-0.5505068535160995
TX391,1049.4334584679002,3,972.9710847021606,8,15,Wednesday,08:00,49,Male,828714,Savings,Normal,-0.4912842862831242
TX392,1018.5606434028416,4,1023.0647715709048,12,13,Saturday,03:00,57,Female,1438882,Current,Normal,-0.5173980945638167
TX393,1015.6034798897484,2,1002.998633401268,16,13,Sunday,22:00,61,Female,1276089,Current,Normal,-0.5082730166460488
TX394,1007.5809413680316,3,1000.5085340522328,9,24,Thursday,17:00,28,Female,1409791,Current,Normal,-0.48031340882270596
TX395,989.7136204586012,3,986.999666626591,14,12,Sunday,09:00,43,Male,413688,Current,Normal,-0.46584931039876093
TX396,1019.6634611735112,3,1028.2598951125367,17,21,Thursday,14:00,48,Male,1334186,Current,Normal,-0.49293462159239104
TX397,959.4571244394832,4,974.8484428217076,10,24,Saturday,14:00,48,Male,1166792,Savings,Normal,-0.4887471804529265
TX398,1055.725814210923,2,1022.2789726643132,9,20,Thursday,08:00,28,Male,859351,Current,Normal,-0.47798034872657374
TX399,919.6169486440972,1,1003.6948115779144,14,21,Saturday,04:00,23,Female,781725,Current,Normal,-0.5077870862540833
TX400,1109.382493727501,1,962.1105386232608,19,3,Saturday,05:00,46,Female,1163659,Savings,Anomaly,-0.5667399195521247
TX401,1015.08096239768,1,1013.7593390423208,15,13,Tuesday,10:00,48,Female,1493627,Current,Normal,-0.4967585176304742
TX402,961.91558968832,4,1006.197545691663,7,28,Wednesday,11:00,28,Female,685893,Savings,Normal,-0.5233355858152153
TX403,1008.1372207423198,4,1000.827581051717,16,19,Friday,01:00,34,Female,1050186,Current,Normal,-0.5128457166515755
TX404,1026.2988779208808,2,997.5659209116428,11,8,Friday,09:00,25,Female,900541,Current,Normal,-0.4757062828997389
TX405,951.9255815172232,1,1016.6170464855874,15,7,Monday,19:00,41,Female,912181,Current,Normal,-0.49799475639922497
TX406,1015.3007199008948,1,1021.0933262408636,14,4,Friday,09:00,60,Female,979892,Savings,Normal,-0.5219193191723365
TX407,965.21643110759,2,978.3161721795536,11,8,Wednesday,21:00,54,Male,1167482,Current,Normal,-0.5042268762162553
TX408,999.0125453232688,1,990.268402186524,17,10,Thursday,08:00,44,Male,1404417,Current,Normal,-0.49988308842989326
TX409,967.5313480839288,4,1026.4260806454602,8,21,Saturday,02:00,52,Male,1352272,Current,Normal,-0.523725218409532
TX410,914.7651493251864,1,991.5491777918992,6,13,Thursday,19:00,44,Female,628785,Current,Normal,-0.5057089717866576
TX411,939.441403535961,2,1014.6152823813304,14,13,Thursday,19:00,40,Female,723177,Savings,Normal,-0.4695143979689328
TX412,1024.3582220110095,1,1013.1504882697022,14,1,Monday,21:00,51,Female,1383116,Savings,Normal,-0.5316621892797825
TX413,981.7725426732488,4,970.7688764549836,15,24,Wednesday,20:00,52,Male,1015339,Current,Normal,-0.5168260874005568
TX414,959.7445380056854,4,1019.1576445635396,11,15,Sunday,06:00,43,Male,569956,Current,Normal,-0.4919353957162681
TX415,1070.5525450529612,2,991.8917998477244,8,15,Tuesday,19:00,62,Male,732680,Current,Normal,-0.5104662452682341
TX416,1037.3050493434662,2,967.4992806150618,16,14,Monday,03:00,32,Male,738242,Savings,Normal,-0.5067653706561986
TX417,869.7893071686433,4,1003.97896293593,15,8,Sunday,03:00,51,Female,844279,Savings,Normal,-0.5214839904895869
TX418,1052.9252150225589,2,990.3924501803936,13,17,Sunday,20:00,40,Male,1255230,Current,Normal,-0.4650285078408617
TX419,1017.3838241769168,1,990.2554287177288,17,25,Thursday,21:00,23,Female,519526,Current,Normal,-0.5320962087231439
TX420,1049.7490834396176,2,996.749477437402,19,4,Thursday,11:00,55,Female,345475,Savings,Normal,-0.5222467572139469
TX421,1033.3156250454606,3,1009.251825857079,14,18,Saturday,04:00,42,Female,517583,Current,Normal,-0.47234765016435
TX422,3218.9597812556917,1,965.5979489810436,15,23,Sunday,09:00,27,Female,1002495,Current,Anomaly,-0.6084116845748803
TX423,1024.015232650665,1,988.6123259970376,5,11,Tuesday,21:00,34,Male,1043859,Savings,Normal,-0.5106893762829675
TX424,953.7751395372198,1,1006.6033368238592,10,17,Monday,18:00,53,Male,1382448,Current,Normal,-0.5034465375189447
TX425,1054.0971029870425,3,1019.9106493816616,10,1,Sunday,22:00,56,Male,926256,Savings,Normal,-0.5123012058691061
TX426,2944.7662087138365,4,990.8053853725156,8,21,Wednesday,16:00,29,Female,973647,Savings,Anomaly,-0.5886471557906732
TX427,1031.6805770287915,1,1001.7593764210566,5,3,Tuesday,14:00,53,Male,612863,Current,Normal,-0.5163915007556837
TX428,1039.707003003809,1,995.5949079700782,7,11,Thursday,02:00,57,Male,1090605,Current,Normal,-0.5174384058438469
TX429,924.1063126659596,3,992.8594159838678,17,19,Saturday,00:00,57,Male,1333668,Savings,Normal,-0.5338754534594561
TX430,1034.9414210101268,1,1008.4194588877878,18,3,Wednesday,11:00,33,Female,563625,Savings,Normal,-0.5111088139085401
TX431,1029.0026624224072,4,1020.2215291510216,11,2,Saturday,18:00,54,Female,689959,Current,Normal,-0.49340875755376246
TX432,1034.1784661600238,3,972.6808857759892,6,16,Sunday,18:00,35,Female,1123759,Current,Normal,-0.48878830697841064
TX433,980.3842615633048,4,991.5497453115591,18,21,Wednesday,04:00,44,Male,447595,Savings,Anomaly,-0.5500963127541019
TX434,923.8820406891056,1,1022.2537674997984,16,14,Friday,21:00,50,Female,788765,Savings,Normal,-0.5282009836869763
TX435,987.7075010511002,2,987.715267629026,9,27,Tuesday,14:00,56,Male,783779,Savings,Normal,-0.49020836102951976
TX436,972.0502636059,3,1006.801187337216,7,22,Friday,23:00,37,Male,389116,Current,Normal,-0.5297875643668237
TX437,1021.2236547123956,1,996.6381306806952,13,8,Tuesday,09:00,34,Male,703777,Current,Normal,-0.4815410140683731
TX438,1075.679898732639,2,987.7327837496345,8,9,Monday,16:00,29,Male,798682,Savings,Normal,-0.48118675014914625
TX439,1019.529695309962,3,1049.0780669188714,6,28,Tuesday,05:00,39,Female,822154,Current,Normal,-0.515979253111208
TX440,940.7044495383576,3,1006.8979401649984,10,20,Wednesday,08:00,37,Female,361842,Current,Normal,-0.5072841774741301
TX441,1074.9291286005937,2,1024.9551366815242,9,2,Saturday,02:00,23,Male,1087738,Current,Normal,-0.5196204461725553
TX442,1059.4955698620583,4,1020.2735148108771,10,9,Wednesday,03:00,19,Female,1388963,Savings,Normal,-0.5424117498785835
TX443,1027.5738137619762,3,1006.81178432801,12,22,Thursday,01:00,47,Male,1141708,Current,Normal,-0.47697768659450634
TX444,988.5304627965986,4,999.1304610037228,11,17,Monday,03:00,36,Female,564064,Current,Normal,-0.49499051813041395
TX445,1036.1193964164083,2,982.1093462172722,14,6,Saturday,16:00,27,Female,382289,Current,Normal,-0.48729439137984987
TX446,958.2817910501992,4,1023.4285269552774,15,21,Sunday,14:00,32,Female,433498,Current,Normal,-0.5111132464872966
TX447,1087.479195210271,1,1027.6290815738098,13,10,Tuesday,19:00,62,Male,656007,Current,Normal,-0.5217579046066915
